tag,word,pos
-,-,-
-,-,-
-,-,-
*,senorita,vmis000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,senorita,vmis000
ad,una,di0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,senorita,vmis000
ad,una,di0000
pr,cerveza,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,senorita,vmii000
vr,podria,aq0000
vr,pedir,vmn0000
*,le,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,seria,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,ceveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,seria,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,ceveza,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serian,vmip000
*,tan,rg
*,amables,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serian,vmip000
*,tan,rg
*,amables,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serian,vmip000
*,tan,rg
*,amables,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serian,vmip000
*,tan,rg
*,amables,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
vr,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,serias,aq0000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,traer,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervza,nc0s000
*,fria,aq0000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,si,cs
vr,es,vsip000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
vr,es,vsip000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cerveza,nc0s000
*,frias,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
vr,es,vsip000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervezas,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
*,es,vsip000
*,tan,rg
*,amable,aq0000
*,en,sp000
vr,dar,vmn0000
*,me,pp000000
ad,una,di0000
pr,cervezas,nc0p000
*,frias,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
*,me,p0000000
vr,das,vmip000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,si,cs
*,me,p0000000
vr,das,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,bro,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,encargar,vmn0000
ad,una,di0000
pr,carton,nc0s000
*,de,sp000
vr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,encargar,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,encargar,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,encargar,vmn0000
ad,una,di0000
pr,doce,pn000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,encargar,vmn0000
ad,una,di0000
pr,six,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
ad,una,di0000
pr,carton,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
ad,una,di0000
pr,doce,pn000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
ad,una,di0000
pr,six,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,solicitar,vmn0000
ad,una,di0000
pr,carton,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,solicitar,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,solicitar,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,solicitar,vmn0000
ad,una,di0000
pr,doce,pn000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,pp000000
vr,puedo,vmip000
vr,solicitar,vmn0000
ad,una,di0000
pr,six,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,unas,di0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,unas,di0000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,unas,di0000
ad,una,di0000
pr,cerveza,nc0s000
*,frias,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,necesitar,vmn0000
ad,una,di0000
pr,carton,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,necesitar,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,necesitar,vmn0000
ad,una,di0000
pr,six,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,querer,vmn0000
ad,una,di0000
pr,carton,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,querer,vmn0000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,voy,vmip000
*,a,sp000
vr,querer,vmn0000
ad,una,di0000
pr,six,nc0s000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,necesito,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,necesito,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,necesito,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,necesito,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,quiero,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,quiero,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,fria,aq0000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,quiero,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,yo,pp000000
vr,quiero,vmip000
ad,una,di0000
pr,cerveza,nc0s000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,tengo,vmip000
*,sed,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,tengo,vmip000
*,mucha,pi000000
*,sed,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,traigan,vmm0000
*,me,pp000000
*,por,sp000
*,favor,nc0s000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,traigan,vmm0000
*,me,pp000000
*,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,traigan,vmm0000
*,me,pp000000
ad,unas,di0000
pr,cervezas,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,pueden,vmip000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,pueden,vmip000
vr,alimentar,vmn0000
*,me,pp000000
*,con,sp000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrian,vmip000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quisiera,vmsi000
*,por,sp000
*,favor,nc0s000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
vr,pedir,vmn0000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
vr,solicitar,vmn0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,les,pp000000
vr,puedo,vmip000
vr,pedir,vmn0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,les,pp000000
vr,podria,vmip000
vr,pedir,vmn0000
pr,cerveza,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
vr,ordenar,vmn0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
vr,pedir,vmn0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,puedes,vmip000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,vender,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,cobrar,vmn0000
*,me,pp000000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,puedes,vmip000
vr,cobrar,vmn0000
*,me,pp000000
*,por,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,encargo,nc0s000
ad,unas,di0000
ad,una,di0000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,encargo,nc0s000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,encargo,nc0s000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,encargo,nc0s000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,pido,vmip000
ad,unas,di0000
ad,una,di0000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,pido,vmip000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,pido,vmip000
ad,un,di0000
ad,una,pi000000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,pido,vmip000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,trae,vmip000
*,me,pp000000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,te,p0000000
vr,encago,vmip000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,solicito,vmip000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,deseo,vmip000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,necesito,vmip000
*,mas,rg
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,traer,vmn0000
*,me,pp000000
*,mas,rg
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
*,traer,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,podrias,nc0p000
vr,conseguir,vmn0000
*,me,pp000000
pr,cerveza,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,tengo,vmip000
*,ganas,nc0p000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,tengo,vmip000
*,ganas,nc0p000
*,de,sp000
ad,un,di0000
ad,una,di0000
*,de,sp000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,tengo,vmip000
*,ganas,nc0p000
*,de,sp000
ad,una,di0000
pr,cerveza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-